"speaker"	"task"	"stance"	"o"	"s"	"c"	"a"	"d"	"r"	"f"	"t"	"e"	"i"	"x"	"b"	"period"	"comma"	"questionmark"	"exclamationmark"	"pronoun"	"ipron"	"ppron"	"singPPron"	"plurPPron"	"1stPPron"	"2ndPPron"	"3rdPPron"	"defArt"	"indefArt"	"function"	"prep"	"conj"	"filler"	"nonflu"	"swear"	"tentat"	"differ"	"discrep"	"certain"
"6317"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6318"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0
"6319"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0
"6321"	"NWF116"	"6B"	"1"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"6323"	"NWF116"	"6B"	"2"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"6324"	"NWF116"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6325"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6326"	"NWF116"	"6B"	"2"	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
"6327"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"6328"	"NWF116"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6329"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
"6331"	"NWF116"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
"6332"	"NWF116"	"6B"	"2"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"6333"	"NWF116"	"6B"	"2"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0
"6334"	"NWF116"	"6B"	"2"	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0
"6335"	"NWF116"	"6B"	"2"	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
"6336"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
"6337"	"NWF116"	"6B"	"2"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1
"6341"	"NWF116"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"6343"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"6344"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1
"6345"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6346"	"NWF116"	"6B"	"2"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0
"6351"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0
"6352"	"NWF116"	"6B"	"2"	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0
"6354"	"NWF116"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6355"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"6356"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6357"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6358"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"6361"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0
"6362"	"NWF116"	"6B"	"1"	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0
"6363"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6369"	"NWF116"	"6B"	"2"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6370"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
"6371"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6372"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"6376"	"NWF116"	"6B"	"2"	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0
"6377"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
"6378"	"NWF116"	"6B"	"2"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"6379"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0
"6380"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1
"6381"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
"6382"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6384"	"NWF116"	"6B"	"2"	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0
"6385"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
"6387"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0
"6388"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
"6389"	"NWF116"	"6B"	"2"	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0
"6390"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6392"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6393"	"NWF116"	"6B"	"2"	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
"6394"	"2"	"2"	"2"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"6396"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0
"6401"	"NWF116"	"6B"	"1"	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
"6404"	"NWF116"	"6B"	"1"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0
"6405"	"NWF116"	"6B"	"2"	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"6407"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0
"6408"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0
"6409"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"6410"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6411"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
"6418"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0
"6419"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0
"6420"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1
"6421"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1
"6422"	"NWF116"	"6B"	"2"	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1
"6424"	"NWF116"	"6B"	"2"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0
"6427"	"NWF116"	"6B"	"2"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"6431"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6432"	"NWF116"	"6B"	"2"	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1
"6433"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1
"6434"	"NWF116"	"6B"	"1"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0
"6435"	"NWF116"	"6B"	"2"	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0
"6436"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
"6437"	"NWF116"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1
"6442"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
"6443"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6445"	"NWF116"	"6B"	"2"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"6446"	"NWF116"	"6B"	"2"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
"6447"	"NWF116"	"6B"	"2"	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6448"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6451"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6453"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6454"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0
"6455"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"6457"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0
"6458"	"NWF116"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0
"6459"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6460"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"6461"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"6464"	"NWF116"	"6B"	"1"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0
"6465"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0
"6466"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6468"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6469"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6470"	"NWF116"	"6B"	"2"	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0
"6471"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6472"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6474"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"6475"	"NWF116"	"6B"	"2"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6477"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6478"	"NWF116"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6479"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6480"	"NWF116"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6481"	"NWF116"	"6B"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6483"	"NWF116"	"6B"	"1"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"6484"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6485"	"NWM071"	"6B"	"1"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
"6486"	"NWM071"	"6B"	"1"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6488"	"NWM071"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0
"6492"	"NWM071"	"6B"	"1"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0
"6493"	"NWM071"	"6B"	"1"	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
"6495"	"NWM071"	"6B"	"1"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
"6496"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6497"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6498"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"6504"	"NWM071"	"6B"	"1"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"6507"	"NWM071"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0
"6508"	"NWM071"	"6B"	"2"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
"6509"	"NWM071"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
"6510"	"NWM071"	"6B"	"2"	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"6512"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6514"	"NWM071"	"6B"	"2"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6515"	"NWM071"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6516"	"NWM071"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0
"6517"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6521"	"NWM071"	"6B"	"2"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
"6522"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6523"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6524"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6525"	"NWM071"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6526"	"NWM071"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"6527"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"6528"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6530"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6531"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6532"	"NWM071"	"6B"	"1"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"6534"	"NWM071"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
"6539"	"NWM071"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6540"	"NWM071"	"6B"	"2"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"6541"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6542"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"6543"	"NWM071"	"6B"	"2"	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0
"6544"	"NWM071"	"6B"	"2"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
"6546"	"NWM071"	"6B"	"1"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6547"	"NWM071"	"6B"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"6548"	"NWM071"	"6B"	"2"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1
