mid-aisle	7.659137734273875e-06	1	['1']
alcoholic	7.659137734273875e-06	1	['0']
ticket	7.659137734273875e-06	1	['1']
either	0.0007505954979588398	98	['2', '1', '0']
parenthood	2.2977413202821626e-05	3	['2', '1', '0']
fit	8.425051507701263e-05	11	['2', '1', '0']
hooray	7.659137734273875e-06	1	['2']
costly	7.659137734273875e-06	1	['1']
vote	4.595482640564325e-05	6	['2', '1']
abandoning	7.659137734273875e-06	1	['2']
backpacks	0.00044422998858788476	58	['2', '0', '1']
access	0.0006663449828818272	87	['3', '2', '0', '1']
trial	1.531827546854775e-05	2	['2', '1']
ago	3.829568867136938e-05	5	['2', '1', '0']
recycling	1.531827546854775e-05	2	['0', '1']
lump	3.829568867136938e-05	5	['2', '1']
travel	0.0006586858451475533	86	['2', '1', '0']
falls	3.06365509370955e-05	4	['2', '1']
catching	1.531827546854775e-05	2	['2', '1']
expanding	7.659137734273875e-06	1	['1']
random	0.000183819305622573	24	['2', '1', '0']
mm-kay	0.00045954826405643253	60	['2', '1', '0']
edible	7.659137734273875e-06	1	['2']
peoples	7.659137734273875e-06	1	['2']
arrange	7.659137734273875e-06	1	['0']
tickets	7.659137734273875e-06	1	['2']
girl	7.659137734273875e-06	1	['2']
warm	3.06365509370955e-05	4	['2', '1']
