speaker	task	stance	o	s	c	a	d	r	f	t	e	i	x	b	period	comma	questionmark	exclamationmark	pronoun	ipron	ppron	singPPron	plurPPron	1stPPron	2ndPPron	3rdPPron	defArt	indefArt	function	prep	conj	filler	nonflu	swear	tentat	differ	discrep	certain	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	1	3	2	1	1	2	0	0	0	15	3	4	0	0	0	1	1	1	0	
NWF089	3I	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	1	0	1	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	2	0	7	3	1	0	0	0	2	2	0	0	
NWF089	3I	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	1	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	1	1	0	1	0	0	0	0	4	1	0	0	0	0	1	0	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	1	0	0	0	0	5	1	0	0	1	0	1	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	1	0	0	1	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
NWF089	3I	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	1	0	0	0	1	5	2	0	0	0	0	2	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	1	0	1	0	0	0	
NWF089	3I	2	1	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	2	1	1	0	1	1	0	0	0	0	7	1	1	0	0	0	2	1	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	3	1	0	0	0	0	1	0	1	0	
NWF089	3I	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	7	4	2	2	0	1	1	0	0	0	14	3	1	0	0	0	4	0	1	0	
NWF089	3I	1	0	0	0	1	0	0	1	0	0	0	0	0	4	1	0	0	1	0	1	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	2	0	2	1	1	2	0	0	0	0	5	0	0	0	1	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	3	1	2	0	1	1	0	0	1	0	10	4	1	0	0	0	2	1	1	0	
NWF089	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	1	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	1	0	1	0	0	1	0	0	8	1	0	0	0	0	0	1	0	0	
NWF089	3I	2	1	0	0	1	0	0	0	1	0	1	0	0	4	1	1	0	3	2	1	0	1	1	0	0	0	0	6	0	0	0	1	0	0	1	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	0	1	0	1	0	0	5	1	0	0	3	1	2	0	1	1	0	0	1	0	6	2	1	0	2	0	1	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	1	1	1	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	1	0	
NWF089	3I	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	1	4	2	0	0	0	0	2	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	0	
NWF089	3I	2	1	0	1	0	1	0	0	0	0	1	0	0	4	3	0	0	2	2	0	0	0	0	0	0	0	0	6	0	2	0	3	0	0	2	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	1	0	1	0	0	0	0	6	2	0	0	0	0	1	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1	1	0	1	0	0	0	0	6	0	1	0	0	0	1	1	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	1	0	0	0	1	0	0	0	0	0	2	4	0	0	8	4	4	3	0	2	2	0	0	0	16	3	3	0	0	0	5	3	2	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	2	0	0	0	1	7	0	0	0	1	0	0	0	2	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	2	1	1	0	1	0	0	0	0	0	1	0	0	2	3	1	0	2	1	1	1	0	0	1	0	0	0	8	3	1	0	1	0	2	0	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	
NWF089	3I	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	1	0	0	0	0	0	1	0	0	5	0	1	0	2	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	
NWF089	3I	2	1	1	0	1	0	0	1	1	1	0	0	0	8	1	1	1	8	5	3	1	2	3	0	0	0	1	12	1	0	0	0	0	1	0	0	2	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	5	1	2	0	0	0	3	2	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	3	1	2	1	1	2	0	0	0	0	8	2	1	0	1	0	1	1	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	2	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	1	0	0	0	1	1	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	3	0	1	1	0	0	2	0	4	1	0	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
NWF089	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	
NWF089	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	
NWF089	3I	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWF089	3I	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	10	1	0	0	1	0	2	1	1	0	
NWF089	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWF089	3I	1	1	1	0	1	0	0	0	1	0	0	0	0	1	2	1	0	4	1	3	2	1	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWF089	3I	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	
NWF089	3I	2	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	4	2	2	2	0	2	0	0	0	1	10	2	2	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	8	2	1	0	0	0	1	1	1	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	4	2	2	0	1	0	0	1	1	0	10	2	2	0	0	0	0	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	5	0	3	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	1	1	0	0	
NWM053	3I	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	
NWM053	3I	1	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	0	0	
NWM053	3I	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
NWM053	3I	2	1	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	2	1	1	0	1	1	0	0	0	2	13	3	0	0	0	0	2	0	1	1	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	
NWM053	3I	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	3	0	1	0	0	0	1	1	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	4	1	2	0	2	0	2	0	2	2	0	0	0	0	8	1	1	0	0	0	1	0	1	0	
NWM053	3I	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
NWM053	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	2	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	1	2	0	2	2	0	0	0	0	9	1	1	0	0	0	2	1	1	0	
NWM053	3I	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	1	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	
NWM053	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
NWM053	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM053	3I	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	
