speaker	task	stance	o	s	c	a	d	r	f	t	e	i	x	b	period	comma	questionmark	exclamationmark	pronoun	ipron	ppron	singPPron	plurPPron	1stPPron	2ndPPron	3rdPPron	defArt	indefArt	function	prep	conj	filler	nonflu	swear	tentat	differ	discrep	certain	
NWM029	6B	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
NWM029	6B	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	
NWM029	6B	2	1	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	2	2	0	0	0	0	0	0	0	0	5	1	0	0	1	0	1	0	0	0	
NWM029	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	1	2	0	0	0	0	3	1	0	0	0	0	0	0	1	0	
NWM029	6B	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	2	1	0	1	0	0	8	1	0	2	0	0	1	0	0	0	
NWM029	6B	2	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	2	1	1	1	1	0	0	0	6	1	0	0	0	0	1	0	1	0	
NWM029	6B	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM029	6B	2	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM029	6B	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	2	1	1	0	1	1	0	0	6	0	0	0	0	0	0	1	0	0	
NWM029	6B	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	0	3	1	1	1	1	0	1	0	6	1	0	0	0	0	0	0	1	0	
NWM029	6B	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	
NWM029	6B	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	
NWM029	6B	2	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	0	2	6	0	0	0	1	0	1	1	1	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8	3	3	0	0	0	1	1	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	1	1	0	0	0	0	4	1	2	0	0	0	0	0	0	0	
NWM065	6B	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	1	1	0	0	1	0	4	1	0	0	0	0	0	0	1	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	4	1	3	3	0	1	2	0	0	0	12	1	0	0	0	0	1	1	1	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	1	0	0	0	4	1	1	0	0	0	2	1	1	0	
NWM065	6B	2	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	5	2	3	2	0	0	3	0	0	0	11	1	1	0	0	0	1	1	2	0	
NWM065	6B	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	7	1	1	0	0	0	0	1	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	2	2	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	3	0	3	3	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	2	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
NWM065	6B	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	2	3	0	3	1	0	0	1	0	2	0	4	1	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	2	1	1	2	0	0	0	0	5	0	0	0	0	0	0	0	1	0	
NWM065	6B	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	1	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	8	2	2	0	0	0	3	0	0	0	
NWM065	6B	2	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	
NWM065	6B	2	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	3	1	2	1	1	2	0	0	0	0	11	4	0	0	0	0	0	2	0	0	
NWM065	6B	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	2	0	0	2	0	0	5	0	1	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	
NWM065	6B	2	1	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	4	0	4	2	1	3	0	0	1	0	8	1	0	0	0	0	1	0	1	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	4	0	3	3	0	0	1	0	10	1	2	0	0	0	1	0	2	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	3	2	1	0	1	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	
NWM065	6B	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	2	0	2	2	0	0	0	1	7	0	1	0	1	0	1	1	2	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	
NWM065	6B	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	1	0	1	0	0	5	1	0	0	0	0	2	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	
NWM065	6B	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWM065	6B	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	0	0	0	4	1	1	0	1	0	0	0	1	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	
NWM065	6B	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	
NWM065	6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	1	0	1	0	0	1	0	6	1	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	2	1	1	0	1	0	0	0	0	5	1	0	0	0	0	1	0	0	0	
NWM065	6B	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	1	0	4	1	0	0	0	0	1	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM065	6B	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	1	0	0	0	0	1	0	0	0	0	4	6	0	0	2	1	1	0	0	0	1	0	0	1	9	3	0	0	0	0	0	0	0	0	
NWM065	6B	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	4	4	0	3	1	0	0	0	7	1	1	0	1	0	2	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	3	2	1	2	0	1	0	0	11	2	2	0	0	0	0	2	1	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2	0	2	1	1	0	1	1	0	1	7	1	1	2	0	0	1	1	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	3	1	1	0	1	0	0	0	1	6	1	0	0	0	0	1	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	1	0	0	0	0	6	3	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	5	1	4	4	0	4	0	0	0	0	15	2	1	0	1	0	0	2	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	1	0	9	3	1	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
NWM047	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	8	4	4	3	1	1	2	1	0	0	12	3	1	0	0	0	2	1	0	0	
NWM047	3I	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	3	3	0	1	0	0	1	2	0	19	8	0	0	0	0	3	2	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	4	3	1	1	0	0	1	0	0	2	16	2	0	0	2	0	1	1	0	1	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	
NWM047	3I	1	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	1	0	0	0	0	0	1	2	7	1	1	0	1	0	0	1	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	8	4	4	4	0	4	0	0	0	0	17	3	0	0	1	0	0	0	0	0	
NWM047	3I	3	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	1	11	2	10	6	2	3	4	2	1	0	30	5	8	0	1	0	1	2	0	0	
NWM047	3I	2	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	3	3	0	0	0	0	0	0	0	1	10	2	0	0	1	0	0	0	0	0	
NWM047	3I	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	1	0	
NWM047	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	
NWM047	3I	2	0	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	
NWM047	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	2	0	1	1	0	0	1	0	6	1	0	0	1	0	1	0	1	0	
NWM047	3I	1	0	0	1	0	0	0	0	0	0	0	0	0	7	3	2	0	5	2	3	2	1	1	1	1	0	0	9	0	3	0	0	0	2	3	1	0	
NWM047	3I	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	1	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	3	1	2	0	1	1	0	0	1	0	5	1	1	0	0	0	0	0	0	0	
NWM047	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	2	0	1	1	0	0	1	0	5	0	1	0	0	0	0	0	0	0	
NWM047	3I	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	
NWM047	3I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	4	2	0	0	0	0	1	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM047	3I	2	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	6	3	3	1	2	3	0	0	0	0	10	1	1	0	0	0	4	1	1	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
NWM047	3I	1	1	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	4	1	3	0	2	2	0	0	1	0	8	2	0	0	0	0	1	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	
NWM047	3I	1	1	1	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
NWM047	3I	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	3	3	2	0	1	1	0	1	0	10	0	1	0	0	0	0	2	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	3	3	1	0	1	0	0	2	0	9	0	1	0	0	0	1	0	0	0	
NWM047	3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
